name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_refine,decision_semantic-HARQ,decision_fallback
full-open_dinov3_unknown_noconformal_login_seed1_login_20260617203514,full-open,1,20000,3320,1280,4,1.0322833518579253,0.9644578313253012,0.0,0.03554216867469884,0.035542168674698796,1.0,0.0,9.457041380220103e-05,4.388447960277939,0.0,0.0,0.6976079984105359,0.765625,0.6771105308964317,1091,1077,1152
