name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_semantic-HARQ,decision_refine,decision_fallback
full-open_dinov3_vitb16_safety_seed2_605102,full-open,2,20000,4344,384,4,1.1110636461365395,0.97951197053407,0.9083333333333333,0.02048802946592998,0.12062615101289134,5.432090239410681,0.005901920806953536,0.00014894013862792838,2.987952975804716,0.0,0.0,0.9685836226851852,0.19791666666666666,0.7084148727984345,600,39,1,3704
