name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_accept,decision_refine
task-open_dinov3_vitb16_ablate_no_conformal_seed0_605215,task-open,0,20000,1428,384,4,0.47841459103184286,0.6841736694677871,0.0,0.3158263305322129,0.3158263305322129,1.0,0.04791537025513379,0.00018867904678649848,1.2919874151647364,0.1348314606741573,0.0,1.0,0.0,0.8122866894197952,1065,204,154,5
