name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_refine,decision_semantic-HARQ
full-open_dinov3_torch_power_heldout_login_seed0_login_20260617205522,full-open,0,20000,3320,1280,4,0.862230277245362,0.9605421686746988,0.8,0.03945783132530123,0.12620481927710844,4.23644578313253,4.981816370248592e-05,7.459062046328665e-05,4.2638845457272145,0.0,0.0,0.909760657924614,0.4244791666666667,0.71496953872933,3204,5,55,56
