name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_refine,decision_semantic-HARQ,decision_accept
full-open_dinov3_torch_power_strict_login_seed2_login_20260617205224,full-open,2,20000,3320,1280,4,0.8617743550058085,0.9617469879518072,0.3333333333333333,0.03825301204819276,0.1246987951807229,4.330120481927711,0.00010008507231146475,7.472571905534866e-05,4.256438516079894,0.03864734299516908,0.0,0.9121980727747502,0.421875,0.717580504786771,3283,10,24,3
