name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept
resource-open_clip_full_604990,resource-open,0,20000,384,640,4,0.32518628994682547,0.12760416666666666,0.05571847507331378,0.8723958333333334,0.8385416666666666,0.8880208333333334,0.2946020128087832,0.00049814076278619,0.6352988404117378,0.34782608695652173,0.0,0.5,1.0,0.0,43,341
