name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_refine,decision_accept,decision_semantic-HARQ
full-open_dinov3_torch_power_fallback_login_seed0_login_20260617205745,full-open,0,20000,3320,1280,4,0.8346959128877275,0.9379518072289157,0.8,0.06204819277108431,0.13704819277108435,4.169879518072289,9.712509712509713e-05,7.220865200810827e-05,4.127722137888767,0.0,0.0,0.9365766561648501,0.3307291666666667,0.7206266318537861,3183,76,5,56
