name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_refine,decision_semantic-HARQ,decision_accept,decision_fallback
full-open_dinov3_vitb16_seed2_605094,full-open,2,20000,4344,384,4,1.133138809472353,0.9785911602209945,0.9721448467966574,0.02140883977900554,0.11648250460405156,5.374539594843462,0.0008099133392726978,0.0001229027537986033,3.1756580327526702,0.0,0.0,0.5518281776094276,0.9427083333333334,0.6532941943900847,292,3312,359,381
