accepted_samples,accuracy,adaptation_harm_rate,auroc_ood,avg_bandwidth,avg_compute,avg_energy,avg_harq_full_payload_rounds,avg_harq_refinement_rounds,avg_harq_transmissions,avg_latency,avg_power,avg_repetitions,avg_resource_cost,bandwidth_per_accepted,bandwidth_per_correct_accepted,certified_accept_rate,correct_accepted_samples,coverage,fpr95,goodput_per_bandwidth,goodput_per_resource_cost,harq_full_payload_sample_rate,harq_hit_max_refinements_rate,harq_refined_sample_rate,method,open_semantic_outage,open_semantic_risk,open_set_f1,prediction_set_size,regime,resource_cost_per_correct_accepted,risk_latency_product,risk_per_joule,seed,semantic_goodput,semantic_outage,total_bandwidth,total_compute,total_energy,total_harq_full_payload_rounds,total_harq_refinement_rounds,total_harq_transmissions,total_latency,total_power,total_repetitions,total_resource_cost
0.0,0.9192708333333334,0.08695652173913043,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6822916666666666,1.0,0.0,0.0,0.0,0.0,0.0,opensemcom,0.0,0.3146231801080272,0.0,0.6848958333333334,resource-open,0.0,0.3146231801080272,0.0008193311981979875,0,0.0,0.08072916666666667,384.0,384.0,384.0,0.0,0.0,384.0,384.0,384.0,384.0,384.0
322.0,0.9583333333333334,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.1925465838509317,1.1962616822429906,0.0,321.0,0.9583333333333334,1.0,0.8359375,0.8359375,0.0,0.0,0.0,dino,0.003105590062111801,0.10260416666666668,0.0,1.0,resource-open,1.1962616822429906,0.10260416666666668,0.00026719835069444447,0,0.8359375,0.041666666666666664,384.0,384.0,384.0,0.0,0.0,384.0,384.0,384.0,384.0,384.0
330.0,0.9401041666666666,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.1636363636363636,1.1851851851851851,0.0,324.0,0.9401041666666666,1.0,0.84375,0.84375,0.0,0.0,0.0,siglip,0.01818181818181818,0.11562500000000002,0.0,1.0,resource-open,1.1851851851851851,0.11562500000000002,0.0003011067708333334,0,0.84375,0.059895833333333336,384.0,384.0,384.0,0.0,0.0,384.0,384.0,384.0,384.0,384.0
335.0,0.9921875,0.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.146268656716418,1.1497005988023952,0.0,334.0,0.9921875,1.0,0.8697916666666666,0.8697916666666666,0.0,0.0,0.0,openclip,0.0029850746268656717,0.10260416666666668,0.0,1.0,resource-open,1.1497005988023952,0.10260416666666668,0.00026719835069444447,0,0.8697916666666666,0.0078125,384.0,384.0,384.0,0.0,0.0,384.0,384.0,384.0,384.0,384.0
