accepted,accepted_correct,accepted_known_accuracy,accepted_open_outage,accepted_unsafe,accuracy,auroc,backbone,coverage,detector_control,fpr95,known_id_accuracy,method,open_fraction,seed,semantic_goodput,severity,threshold
205,205,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.3203125,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.3203125,mild,0.0001401282555864429
211,211,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.3296875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.3296875,mild,0.0001493298638846216
218,218,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.340625,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.340625,mild,0.00015611525595315694
224,224,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.35,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.35,mild,0.00016601437948067805
231,231,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.3609375,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.3609375,mild,0.00019187863870621062
237,237,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.3703125,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.3703125,mild,0.00021638704540704882
243,243,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.3796875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.3796875,mild,0.0002297945030413892
250,250,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.390625,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.390625,mild,0.00024468634114346334
257,257,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.4015625,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.4015625,mild,0.00026390082409976425
262,262,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.409375,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.409375,mild,0.0002921503171486945
269,269,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.4203125,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.4203125,mild,0.0003185282600070109
275,275,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.4296875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.4296875,mild,0.00036743470453167696
283,283,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.4421875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.4421875,mild,0.00040894372863104145
288,288,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.45,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.45,mild,0.0004834720550860664
294,294,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.459375,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.459375,mild,0.000602911839932935
301,301,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.4703125,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.4703125,mild,0.000680908040941973
307,307,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.4796875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.4796875,mild,0.0008112941869765154
314,314,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.490625,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.490625,mild,0.0009063592013766237
320,320,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.5,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.5,mild,0.000977426494650963
326,326,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.509375,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.509375,mild,0.0011520382919469074
333,333,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.5203125,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.5203125,mild,0.0013552888794869321
340,340,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.53125,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.53125,mild,0.0015629820377453297
346,346,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.540625,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.540625,mild,0.00201461115888639
353,353,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.5515625,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.5515625,mild,0.0025528014219630703
358,358,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.559375,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.559375,mild,0.003406159779981371
365,365,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.5703125,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.5703125,mild,0.004982587435879683
371,371,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.5796875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.5796875,mild,0.010175195940175635
378,378,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.590625,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.590625,mild,0.07485135916264742
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.19858171426803584
390,384,0.9846153846153847,0.015384615384615385,6,0.6,1.0,dino+siglip2+openclip,0.609375,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9743101478426957
397,384,0.9672544080604534,0.0327455919395466,13,0.6,1.0,dino+siglip2+openclip,0.6203125,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9865756988601717
403,384,0.9528535980148883,0.04714640198511166,19,0.6,1.0,dino+siglip2+openclip,0.6296875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9937222497382668
409,384,0.9388753056234719,0.061124694376528114,25,0.6,1.0,dino+siglip2+openclip,0.6390625,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9972573999069052
416,384,0.9230769230769231,0.07692307692307693,32,0.6,1.0,dino+siglip2+openclip,0.65,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9987393075438588
422,384,0.909952606635071,0.09004739336492891,38,0.6,1.0,dino+siglip2+openclip,0.659375,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9990457454022551
429,384,0.8951048951048951,0.1048951048951049,45,0.6,1.0,dino+siglip2+openclip,0.6703125,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9992853658878303
435,384,0.8827586206896552,0.11724137931034483,51,0.6,1.0,dino+siglip2+openclip,0.6796875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9995219076695843
441,384,0.8707482993197279,0.1292517006802721,57,0.6,1.0,dino+siglip2+openclip,0.6890625,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9996919398443145
448,384,0.8571428571428571,0.14285714285714285,64,0.6,1.0,dino+siglip2+openclip,0.7,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9997585973274659
454,384,0.8458149779735683,0.15418502202643172,70,0.6,1.0,dino+siglip2+openclip,0.709375,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9998166731863379
461,384,0.8329718004338394,0.16702819956616052,77,0.6,1.0,dino+siglip2+openclip,0.7203125,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9998606143599665
467,384,0.8222698072805139,0.1777301927194861,83,0.6,1.0,dino+siglip2+openclip,0.7296875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9998818771478925
473,384,0.8118393234672304,0.18816067653276955,89,0.6,1.0,dino+siglip2+openclip,0.7390625,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.999906902450832
480,384,0.8,0.2,96,0.6,1.0,dino+siglip2+openclip,0.75,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999231749684078
486,384,0.7901234567901234,0.20987654320987653,102,0.6,1.0,dino+siglip2+openclip,0.759375,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999363350714333
493,384,0.7789046653144016,0.2210953346855984,109,0.6,1.0,dino+siglip2+openclip,0.7703125,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999478097283252
499,384,0.7695390781563126,0.23046092184368738,115,0.6,1.0,dino+siglip2+openclip,0.7796875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999629049133111
505,384,0.7603960396039604,0.2396039603960396,121,0.6,1.0,dino+siglip2+openclip,0.7890625,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999713195575076
512,384,0.75,0.25,128,0.6,1.0,dino+siglip2+openclip,0.8,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999752715293785
518,384,0.7413127413127413,0.25868725868725867,134,0.6,1.0,dino+siglip2+openclip,0.809375,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999770354139094
524,384,0.732824427480916,0.26717557251908397,140,0.6,1.0,dino+siglip2+openclip,0.81875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999817168170888
531,384,0.7231638418079096,0.2768361581920904,147,0.6,1.0,dino+siglip2+openclip,0.8296875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999855334941347
537,384,0.7150837988826816,0.2849162011173184,153,0.6,1.0,dino+siglip2+openclip,0.8390625,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999884971607542
544,384,0.7058823529411765,0.29411764705882354,160,0.6,1.0,dino+siglip2+openclip,0.85,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999903508169241
550,384,0.6981818181818182,0.3018181818181818,166,0.6,1.0,dino+siglip2+openclip,0.859375,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999927216973197
556,384,0.6906474820143885,0.30935251798561153,172,0.6,1.0,dino+siglip2+openclip,0.86875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999939438048315
563,384,0.6820603907637656,0.31793960923623443,179,0.6,1.0,dino+siglip2+openclip,0.8796875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999951931864803
569,384,0.6748681898066784,0.3251318101933216,185,0.6,1.0,dino+siglip2+openclip,0.8890625,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999963685853748
576,384,0.6666666666666666,0.3333333333333333,192,0.6,1.0,dino+siglip2+openclip,0.9,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999973305748182
582,384,0.6597938144329897,0.3402061855670103,198,0.6,1.0,dino+siglip2+openclip,0.909375,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.999998036589175
588,384,0.6530612244897959,0.3469387755102041,204,0.6,1.0,dino+siglip2+openclip,0.91875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999987289760365
595,384,0.6453781512605042,0.3546218487394958,211,0.6,1.0,dino+siglip2+openclip,0.9296875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999992699891506
601,384,0.6389351081530782,0.3610648918469218,217,0.6,1.0,dino+siglip2+openclip,0.9390625,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999995068798391
608,384,0.631578947368421,0.3684210526315789,224,0.6,1.0,dino+siglip2+openclip,0.95,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.999999687127827
614,384,0.6254071661237784,0.3745928338762215,230,0.6,1.0,dino+siglip2+openclip,0.959375,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999998385475704
620,384,0.6193548387096774,0.38064516129032255,236,0.6,1.0,dino+siglip2+openclip,0.96875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999999056437001
627,384,0.6124401913875598,0.3875598086124402,243,0.6,1.0,dino+siglip2+openclip,0.9796875,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999999607846969
633,384,0.6066350710900474,0.3933649289099526,249,0.6,1.0,dino+siglip2+openclip,0.9890625,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999999886604246
640,384,0.6,0.4,256,0.6,1.0,dino+siglip2+openclip,1.0,learned_selective_risk+semantic_harq_refine,0.0,1.0,opensemcom,0.25,0,0.6,mild,0.9999999999205296
1,1,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.0015625,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.0015625,mild,4.978764991392381e-07
7,7,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.0109375,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.0109375,mild,8.552077497370192e-07
13,13,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.0203125,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.0203125,mild,9.522761206426368e-07
20,20,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.03125,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.03125,mild,1.1158608481309782e-06
26,26,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.040625,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.040625,mild,1.2607553117049974e-06
32,32,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.05,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.05,mild,1.3431694583232456e-06
39,39,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.0609375,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.0609375,mild,1.515414774075907e-06
45,45,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.0703125,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.0703125,mild,1.6242153390066961e-06
52,52,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.08125,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.08125,mild,1.6975509015537683e-06
58,58,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.090625,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.090625,mild,1.817206436953711e-06
64,64,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.1,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.1,mild,1.8650244101081627e-06
71,71,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.1109375,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.1109375,mild,1.908891701987159e-06
77,77,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.1203125,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.1203125,mild,2.071640838039456e-06
84,84,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.13125,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.13125,mild,2.254831724712858e-06
90,90,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.140625,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.140625,mild,2.4446584302495468e-06
96,96,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.15,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.15,mild,2.537648390443792e-06
103,103,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.1609375,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.1609375,mild,2.713300209506997e-06
109,109,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.1703125,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.1703125,mild,2.7696257461684585e-06
116,116,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.18125,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.18125,mild,2.9740168474745587e-06
122,122,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.190625,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.190625,mild,3.1070494264895385e-06
128,128,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.2,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.2,mild,3.2324740914191357e-06
135,135,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.2109375,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.2109375,mild,3.4353942942288992e-06
141,141,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.2203125,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.2203125,mild,3.588539866541396e-06
147,147,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.2296875,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.2296875,mild,3.7242221424094167e-06
154,154,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.240625,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.240625,mild,3.822570397460367e-06
160,160,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.25,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.25,mild,4.005130449513672e-06
168,168,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.2625,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.2625,mild,4.426147825142834e-06
173,173,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.2703125,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.2703125,mild,4.932654055664898e-06
179,179,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.2796875,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.2796875,mild,5.434172089735512e-06
186,186,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.290625,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.290625,mild,5.671561507369916e-06
192,192,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.3,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.3,mild,5.929706185270333e-06
199,199,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.3109375,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.3109375,mild,5.997174307594832e-06
206,206,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.321875,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.321875,mild,6.465682872658363e-06
213,213,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.3328125,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.3328125,mild,6.8439808273979e-06
218,218,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.340625,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.340625,mild,7.103279231159834e-06
224,224,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.35,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.35,mild,7.546055076090856e-06
231,231,1.0,0.0,0,0.6,0.9999186197916666,dino+siglip2+openclip,0.3609375,learned_risk_head_only,0.0,1.0,opensemcom_risk_head,0.25,0,0.3609375,mild,8.253793421317823e-06
