task,target_openout,resource_budget,method,n_seeds,semantic_goodput_mean,semantic_goodput_std,semantic_goodput_ci95,accepted_open_outage_mean,accepted_open_outage_std,accepted_open_outage_ci95,coverage_mean,coverage_std,coverage_ci95,accepted_known_accuracy_mean,accepted_known_accuracy_std,accepted_known_accuracy_ci95,accepted_mean,accepted_std,accepted_ci95,resource_per_sample_mean,resource_per_sample_std,resource_per_sample_ci95,goodput_per_resource_mean,goodput_per_resource_std,goodput_per_resource_ci95,refine_rate_mean,refine_rate_std,refine_rate_ci95,reject_rate_mean,reject_rate_std,reject_rate_ci95,accuracy_mean,accuracy_std,accuracy_ci95
full-open,0.05,1.0,dino_detector,3,0.3999255952380952,0.015875437718267774,0.017964748950684273,0.01331156279883619,0.01825422544774495,0.020656600673163182,0.4055059523809524,0.020710067946007108,0.023435648074982784,0.9866884372011638,0.018254225447744955,0.020656600673163186,363.3333333333333,18.556220879622373,20.99834067518458,0.46495535714285713,0.018639061151406414,0.02109208326748452,0.8601924565242781,0.01146778860585184,0.012977024443652636,0.0,0.0,0.0,0.5944940476190476,0.020710067946007136,0.023435648074982815,0.9728422619047619,0.001704827267468642,0.001929193664317876
full-open,0.05,1.0,deepjscc_pca,3,0.04575892857142857,0.04323966657993419,0.04893028895360555,0.0,0.0,0.0,0.04575892857142857,0.04323966657993419,0.04893028895360555,0.6666666666666666,0.5773502691896257,0.6533333333333333,41.0,38.742741255621034,43.84153890243058,0.12745535714285713,0.025943799947960516,0.029358173372163333,0.3198339256183808,0.29040404871413444,0.32862311716977094,0.0,0.0,0.0,0.9542410714285715,0.04323966657993419,0.04893028895360555,0.9308035714285715,0.007812500000000031,0.00884067599696618
deepsense-beam,0.05,0.6,opensemcom_progressive,3,0.3155216284987277,0.28819532080952204,0.3261237062551935,0.012987012987012986,0.02249416633206334,0.025454545454545455,0.3231552162849873,0.29823142163099936,0.33748062345654606,0.6536796536796537,0.5664382648314773,0.6409852379723256,42.333333333333336,39.06831623366092,44.20996167280754,0.39083969465648855,0.26840827946789947,0.3037325611108915,0.5862144834539267,0.5080222661573178,0.5748813125556923,0.0,0.0,0.0,0.6768447837150128,0.29823142163099936,0.33748062345654606,0.9134860050890584,0.011660497951541598,0.013195095597166938
deepsense-beam,0.05,0.6,ensemble_detector,3,0.27989821882951654,0.25413466101066384,0.2875804412920453,0.014705882352941178,0.025471335405424667,0.02882352941176471,0.2875318066157761,0.2640309304346211,0.2987791243711991,0.6519607843137255,0.5650453432316098,0.6394089987974643,37.666666666666664,34.58805188693537,39.140065292627085,0.4162849872773537,0.2904340234780832,0.328657036808319,0.4861088394329407,0.42110891636298775,0.47652959859183225,0.0,0.0,0.0,0.712468193384224,0.2640309304346211,0.2987791243711991,0.9083969465648855,0.0201965748936228,0.022854575985021462
deepsense-beam,0.05,0.6,dino_detector,3,0.010178117048346055,0.011660497951541577,0.013195095597166914,0.0,0.0,0.0,0.010178117048346055,0.011660497951541577,0.013195095597166914,0.6666666666666666,0.5773502691896257,0.6533333333333333,1.3333333333333333,1.5275252316519468,1.728557523228866,0.10916030534351145,0.010494448156387422,0.011875586037450227,0.08710066305003013,0.0959019787655925,0.10852330518201991,0.0,0.0,0.0,0.989821882951654,0.011660497951541598,0.013195095597166938,0.9033078880407125,0.015890580148596397,0.017981884223688047
deepsense-beam,0.05,0.6,deepjscc_pca,3,0.0025445292620865138,0.004407253963279586,0.004987277353689568,0.0,0.0,0.0,0.0025445292620865138,0.004407253963279586,0.004987277353689568,0.3333333333333333,0.5773502691896257,0.6533333333333333,0.3333333333333333,0.5773502691896257,0.6533333333333333,0.10152671755725191,0.002644352377967743,0.002992366412213731,0.024330900243309004,0.042142355415301154,0.04768856447688565,0.0,0.0,0.0,0.9974554707379135,0.004407253963279593,0.004987277353689576,0.89058524173028,0.01166049795154155,0.013195095597166882
deepsense-beam,0.05,0.6,fixed_refine_all,3,0.0025445292620865138,0.004407253963279586,0.004987277353689568,0.0,0.0,0.0,0.0025445292620865138,0.004407253963279586,0.004987277353689568,0.3333333333333333,0.5773502691896257,0.6533333333333333,0.3333333333333333,0.5773502691896257,0.6533333333333333,0.10381679389312977,0.006610880944919374,0.007480916030534346,0.0228310502283105,0.0395445389855908,0.044748858447488576,0.0,0.0,0.0,0.9974554707379135,0.004407253963279593,0.004987277353689576,0.9109414758269719,0.015890580148596397,0.017981884223688047
deepsense-beam,0.05,0.6,witt_context_style,3,0.0025445292620865138,0.004407253963279586,0.004987277353689568,0.0,0.0,0.0,0.0025445292620865138,0.004407253963279586,0.004987277353689568,0.3333333333333333,0.5773502691896257,0.6533333333333333,0.3333333333333333,0.5773502691896257,0.6533333333333333,0.10330788804071249,0.005729430152263457,0.006483460559796432,0.02314814814814815,0.04009376869372401,0.04537037037037037,0.0,0.0,0.0,0.9974554707379135,0.004407253963279593,0.004987277353689576,0.9109414758269719,0.015890580148596397,0.017981884223688047
deepsense-beam,0.05,1.0,opensemcom_progressive,3,0.6081424936386769,0.09544528922906387,0.10800651232139216,0.02257450856055802,0.01968292595231035,0.02227332749013147,0.6234096692111959,0.10723311707738158,0.12134569526091107,0.9774254914394419,0.01968292595231035,0.02227332749013147,81.66666666666667,14.047538337136984,15.896286079179347,0.7938931297709924,0.17943153636594428,0.20304589781109267,0.7738009972829039,0.05945052846309665,0.06727460607880334,0.13740458015267176,0.0652214026360117,0.0738049649628996,0.37659033078880405,0.10723311707738155,0.12134569526091103,0.9134860050890584,0.011660497951541598,0.013195095597166938
deepsense-beam,0.05,1.0,fixed_refine_all,3,0.3027989821882952,0.2765354318619466,0.31292929981089007,0.013513513513513514,0.023406091994174018,0.026486486486486487,0.3104325699745547,0.28657319542597637,0.32428809858256863,0.6531531531531531,0.5660103046431748,0.6405009554296845,40.666666666666664,37.5410886008029,42.48174091431649,0.5656488549618321,0.4298597931389645,0.4864321478738529,0.3787205206117023,0.3280064539788729,0.37117424442124825,0.0,0.0,0.0,0.6895674300254453,0.2865731954259763,0.3242880985825686,0.9109414758269719,0.015890580148596397,0.017981884223688047
deepsense-beam,0.05,1.0,witt_context_style,3,0.3027989821882952,0.2765354318619466,0.31292929981089007,0.013513513513513514,0.023406091994174018,0.026486486486486487,0.3104325699745547,0.28657319542597637,0.32428809858256863,0.6531531531531531,0.5660103046431748,0.6405009554296845,40.666666666666664,37.5410886008029,42.48174091431649,0.5035623409669211,0.3725451540537692,0.42157452815733915,0.4284499595055027,0.3711129481120375,0.41995383456479135,0.0,0.0,0.0,0.6895674300254453,0.2865731954259763,0.3242880985825686,0.9109414758269719,0.015890580148596397,0.017981884223688047
deepsense-beam,0.05,1.0,ensemble_detector,3,0.3002544529262086,0.2756912616953049,0.31197403133990326,0.013513513513513514,0.023406091994174018,0.026486486486486487,0.3078880407124682,0.2858606211061977,0.32348174483089864,0.6531531531531531,0.5660103046431748,0.6405009554296845,40.333333333333336,37.44774136491189,42.37610857284771,0.43867684478371505,0.31444668321681746,0.3558299193139885,0.4922104644326866,0.4264651679141756,0.4825907678106866,0.0,0.0,0.0,0.6921119592875318,0.28586062110619764,0.3234817448308986,0.9083969465648855,0.0201965748936228,0.022854575985021462
deepsense-beam,0.05,1.0,dino_detector,3,0.010178117048346055,0.011660497951541577,0.013195095597166914,0.0,0.0,0.0,0.010178117048346055,0.011660497951541577,0.013195095597166914,0.6666666666666666,0.5773502691896257,0.6533333333333333,1.3333333333333333,1.5275252316519468,1.728557523228866,0.10916030534351145,0.010494448156387422,0.011875586037450227,0.08710066305003013,0.0959019787655925,0.10852330518201991,0.0,0.0,0.0,0.989821882951654,0.011660497951541598,0.013195095597166938,0.9033078880407125,0.015890580148596397,0.017981884223688047
deepsense-beam,0.05,1.0,deepjscc_pca,3,0.0025445292620865138,0.004407253963279586,0.004987277353689568,0.0,0.0,0.0,0.0025445292620865138,0.004407253963279586,0.004987277353689568,0.3333333333333333,0.5773502691896257,0.6533333333333333,0.3333333333333333,0.5773502691896257,0.6533333333333333,0.10152671755725191,0.002644352377967743,0.002992366412213731,0.024330900243309004,0.042142355415301154,0.04768856447688565,0.0,0.0,0.0,0.9974554707379135,0.004407253963279593,0.004987277353689576,0.89058524173028,0.01166049795154155,0.013195095597166882
