accepted_known_accuracy_mean,accepted_known_accuracy_std,accepted_mean,accepted_open_outage_mean,accepted_open_outage_std,accepted_std,auroc_mean,auroc_std,backbone,coverage_mean,coverage_std,detector_control,fpr95_mean,fpr95_std,goodput_per_resource_proxy_mean,goodput_per_resource_proxy_std,method,refine_rate_mean,refine_rate_std,reject_rate_mean,reject_rate_std,resource_units_proxy_mean,resource_units_proxy_std,seeds,semantic_goodput_mean,semantic_goodput_std,severity,target_openout
0.3324607329842932,0.5758388810503859,127.33333333333333,0.0008726003490401396,0.0015113881392398582,220.54780283043706,0.996980455186632,0.0031225278025080257,dino+siglip2+openclip,0.19895833333333335,0.3446059419225579,learned_selective_risk+semantic_harq_refine,0.001736111111111111,0.0015035163260146505,0.3091528724440117,0.5354684823788886,opensemcom,0.4010416666666667,0.34460948422030313,0.4000000000000001,0.0015624999999999944,563.6,132.33718298346844,3,0.19843750000000002,0.3437038321269491,mild,openout<=0.01
0.9973131797162322,0.002620529199872946,366.3333333333333,0.0026868202837676616,0.0026205291998729697,14.29452109492771,0.9991997612847223,0.0007228460816715724,dino+siglip2+openclip,0.5723958333333333,0.02233518921082459,learned_risk_head_only,0.0026041666666666665,0.0026041666666666665,0.8659705533189864,0.04984345758941464,opensemcom_risk_head,0.029687500000000002,0.0221522607480591,0.3979166666666667,0.00238675817445617,422.2,8.585452812752507,3,0.5708333333333333,0.021328745030670098,mild,openout<=0.01
0.9982408748282648,0.0015235902605520127,378.6666666666667,0.001759125171735175,0.001523590260552031,3.055050463303893,0.9995524088541666,0.0004581026305825888,dino+siglip2+openclip,0.5916666666666667,0.004773516348912353,mixed_open_calibration,0.0008680555555555555,0.0015035163260146505,0.9202136945403291,0.012298031438104044,opensemcom_calibrated,0.0062499999999999995,0.005633673867912484,0.40208333333333335,0.0032526031241658254,410.79999999999995,3.5369478367654703,3,0.5906250000000001,0.004687500000000011,mild,openout<=0.01
0.3324607329842932,0.5758388810503859,127.33333333333333,0.0008726003490401396,0.0015113881392398582,220.54780283043706,0.9969770643446182,0.0031222129575031086,dino+siglip2+openclip,0.19895833333333335,0.3446059419225579,semantic_harq_refine,0.001736111111111111,0.0015035163260146505,0.3080281348532622,0.5335203797265278,opensemcom_harq_refine,0.4015625,0.3437073837219678,0.39947916666666666,0.0018042195912175742,564.1,131.4712135792471,3,0.19843750000000002,0.3437038321269491,mild,openout<=0.01
0.9956231717552558,0.003010810227527451,380.0,0.004376828244744107,0.00301081022752744,2.0,0.9999864366319445,1.553879019828637e-05,DINOv3,0.59375,0.0031250000000000444,one_vs_rest,0.0,0.0,0.9227855947228972,0.006843478786533327,dino_one_vs_rest,0.004166666666666667,0.003932205435036849,0.40208333333333335,0.0009021097956088031,410.0,1.9974984355438068,3,0.5911458333333334,0.001804219591217542,mild,openout<=0.01
0.9982316409621373,0.0015314600122564093,378.6666666666667,0.001768359037862584,0.0015314600122564124,3.0550504633038935,0.9992201063368055,0.0007635043843043155,OpenCLIP-DFN5B,0.5916666666666667,0.004773516348912352,best_ood:one_vs_rest,0.0008680555555555555,0.0015035163260146505,0.9190432840197235,0.009627162584403055,openclip_best_ood,0.0067708333333333336,0.0032526031241658323,0.40156250000000004,0.0015624999999999944,411.3,0.45825756949557656,3,0.5906250000000001,0.005633673867912502,mild,openout<=0.01
0.9929406111801757,0.004060926190821356,378.3333333333333,0.007059388819824391,0.004060926190821376,1.5275252316519465,0.999881320529514,7.635043843043228e-05,SigLIP2,0.5911458333333334,0.0023867581744561523,best_ood:one_vs_rest,0.0,0.0,0.9140629482274557,0.011330012958686084,siglip2_best_ood,0.006770833333333333,0.0032526031241658323,0.40208333333333335,0.0009021097956088031,411.0,1.7578395831246965,3,0.5869791666666667,0.004773516348912341,mild,openout<=0.01
0.3307291666666667,0.5728397202115817,128.0,0.0026041666666666665,0.004510548978043952,221.70250336881628,0.9966235690646701,0.0009642940793212487,dino+siglip2+openclip,0.14285714285714285,0.24743582965269675,learned_selective_risk+semantic_harq_refine,0.0008680555555555555,0.0015035163260146505,0.28883329542870134,0.5002739426000624,opensemcom,0.2883184523809524,0.24680155978392276,0.5688244047619048,0.0023232879458327336,592.3000000000001,132.18952303416486,3,0.14174107142857142,0.24550273723353508,medium,openout<=0.01
0.9938445116527309,0.006519846269872334,367.6666666666667,0.00615548834726917,0.006519846269872332,16.165807537309522,0.9991624620225695,0.0005138468383289311,dino+siglip2+openclip,0.4103422619047619,0.018042195912175797,learned_risk_head_only,0.0026041666666666665,0.0026041666666666665,0.7992227225825412,0.04736024952634363,opensemcom_risk_head,0.027529761904761904,0.01814545892597797,0.5621279761904762,0.0006443641397205461,457.5,9.860527369263748,3,0.4077380952380952,0.015234817879050044,medium,openout<=0.01
0.9973730136860476,0.0026315909699415317,379.0,0.0026269863139524205,0.0026315909699415234,3.605551275463989,0.9994998508029515,0.0004919321826513095,dino+siglip2+openclip,0.42299107142857145,0.004024052762794632,mixed_open_calibration,0.0008680555555555555,0.0015035163260146505,0.8617206693329708,0.011943442088264266,opensemcom_calibrated,0.005952380952380952,0.003919514044960097,0.5710565476190476,0.005032644813418376,438.7,5.6151580565465595,3,0.421875,0.0033482142857143016,medium,openout<=0.01
0.3307291666666667,0.5728397202115817,128.0,0.0026041666666666665,0.004510548978043952,221.70250336881628,0.9966218736436631,0.0009658354568136863,dino+siglip2+openclip,0.14285714285714285,0.24743582965269675,semantic_harq_refine,0.0008680555555555555,0.0015035163260146505,0.28883329542870134,0.5002739426000624,opensemcom_harq_refine,0.2890625,0.24745848204258714,0.5680803571428572,0.003348214285714246,593.3000000000001,133.09759577092294,3,0.14174107142857142,0.24550273723353508,medium,openout<=0.01
0.9904554597290764,0.007881870566975414,382.0,0.009544540270923545,0.007881870566975454,4.0,0.999845716688368,0.0001336374674407293,DINOv3,0.42633928571428575,0.004464285714285726,one_vs_rest,0.0,0.0,0.8610257938197595,0.0012852646220357252,dino_one_vs_rest,0.004464285714285715,0.0019330924191616934,0.5691964285714285,0.0029528474453846295,439.40000000000003,1.873499399519504,3,0.4222470238095238,0.0012887282794411565,medium,openout<=0.01
0.9982478437656853,0.0015175100645677749,378.6666666666667,0.001752156234314633,0.0015175100645677632,4.041451884327381,0.9996863471137153,0.000345129588157652,OpenCLIP-DFN5B,0.4226190476190476,0.004510548978043963,best_ood:one_vs_rest,0.0008680555555555555,0.0015035163260146505,0.8641929227808278,0.006847353935466579,openclip_best_ood,0.005208333333333333,0.0023232879458327375,0.5721726190476191,0.0025774565588822487,437.40000000000003,1.5099668870541807,3,0.421875,0.004024052762794632,medium,openout<=0.01
0.991195606038452,0.005510402183668352,379.0,0.008804393961548059,0.005510402183668339,1.0,0.9997151692708334,0.0001566866231358415,SigLIP2,0.42299107142857145,0.0011160714285714246,best_ood:one_vs_rest,0.0,0.0,0.8514874592008072,0.008753702046210673,siglip2_best_ood,0.0078125,0.0022321428571428575,0.5691964285714285,0.0019330924191617025,441.2,2.666458325194669,3,0.4192708333333333,0.0034096545349373993,medium,openout<=0.01
0.3307291666666667,0.5728397202115817,85.33333333333333,0.0026041666666666665,0.004510548978043952,147.80166891254422,0.9972398546006945,0.0016180579720857713,dino+siglip2+openclip,0.08333333333333333,0.14433756729740646,learned_selective_risk+semantic_harq_refine,0.0,0.0,0.247708211429686,0.4290432076482298,opensemcom,0.17317708333333334,0.1449145484025135,0.7434895833333334,0.002032876952603645,445.2,89.59726558327547,3,0.08268229166666667,0.14320993005289542,hard,openout<=0.01
0.9867924133530009,0.011446243106046104,247.0,0.013207586646999133,0.011446243106046104,11.0,0.9988030327690973,0.0009981567099527208,dino+siglip2+openclip,0.2412109375,0.0107421875,learned_risk_head_only,0.0013020833333333333,0.002255274489021976,0.6884911574081795,0.03894016406863216,opensemcom_risk_head,0.019205729166666668,0.010889146278436023,0.7395833333333334,0.003697205954297053,354.2,8.118497397917901,3,0.23795572916666666,0.00841960752368331,hard,openout<=0.01
0.9908743928180871,0.0089458215748643,254.0,0.009125607181912973,0.008945821574864274,3.605551275463989,0.9993726942274305,0.0006968242214946289,dino+siglip2+openclip,0.248046875,0.003521046167445302,mixed_open_calibration,0.0,0.0,0.7392327960684169,0.012974141228051727,opensemcom_calibrated,0.006184895833333333,0.0024576283968980304,0.7457682291666666,0.005011329530709848,340.5,5.850640990524016,3,0.24576822916666666,0.002457628396898031,hard,openout<=0.01
