row_type,task,target_openout,resource_budget,method,n_seeds,semantic_goodput_mean,semantic_goodput_std,semantic_goodput_ci95,accepted_open_outage_mean,accepted_open_outage_std,accepted_open_outage_ci95,coverage_mean,coverage_std,coverage_ci95,accepted_known_accuracy_mean,accepted_known_accuracy_std,accepted_known_accuracy_ci95,accepted_mean,accepted_std,accepted_ci95,resource_per_sample_mean,resource_per_sample_std,resource_per_sample_ci95,goodput_per_resource_mean,goodput_per_resource_std,goodput_per_resource_ci95,refine_rate_mean,refine_rate_std,refine_rate_ci95,reject_rate_mean,reject_rate_std,reject_rate_ci95,accuracy_mean,accuracy_std,accuracy_ci95,auroc_mean,auroc_std,auroc_ci95,fpr95_mean,fpr95_std,fpr95_ci95
ablation,deepsense-beam,0.05,0.3,opensemcom_no_channel,5,0.00916030534351145,0.008362176450460551,0.007329770833366457,0.0,0.0,0.0,0.00916030534351145,0.008362176450460551,0.007329770833366457,0.8,0.4472135954999579,0.39199999999999996,1.2,1.0954451150103321,0.9601999791710057,0.11007633587786261,0.009198394095506598,0.008062747916703094,0.0788388869804191,0.06569317841553508,0.05758260973730208,0.0,0.0,0.0,0.9908396946564885,0.008362176450460565,0.007329770833366469,0.9083969465648855,0.02019657489362282,0.01770307843492403,0.8305125589765948,0.11414759912015905,0.10005478211161976,0.5202652105456024,0.26796718773613554,0.23488359622683924
ablation,deepsense-beam,0.05,0.3,opensemcom_receiver_only,5,0.0015267175572519084,0.003413844240457694,0.0029923664122137403,0.0,0.0,0.0,0.0015267175572519084,0.003413844240457694,0.0029923664122137403,0.2,0.4472135954999579,0.39199999999999996,0.2,0.4472135954999579,0.39199999999999996,0.10167938931297708,0.00375522866450346,0.003291603053435111,0.014084507042253521,0.03149391517605338,0.0276056338028169,0.0,0.0,0.0,0.9984732824427482,0.0034138442404577,0.002992366412213745,0.9099236641221374,0.013655376961830765,0.011969465648854951,0.8454591399919054,0.07841531008837035,0.06873404982305388,0.4164303676222465,0.131755262150174,0.11548857924394891
OpenSemCom,deepsense-beam,0.1,0.3,opensemcom_progressive,5,0.18320610687022898,0.037005189751269686,0.03243647896321408,0.014303959131545339,0.019607310628889187,0.017186565533482946,0.18625954198473282,0.03951810413906805,0.0346391455411738,0.9856960408684546,0.019607310628889194,0.01718656553348295,24.4,5.176871642217914,4.537728065893767,0.26763358778625956,0.03556629372516124,0.031175230987056424,0.6790769850880882,0.05291855615475392,0.04638515962260249,0.0,0.0,0.0,0.8137404580152671,0.039518104139068054,0.03463914554117381,0.9068702290076336,0.016549223960823478,0.014506034382497686,0.8110098730945126,0.07887901524730499,0.0691405053157568,0.5863442965950802,0.2813319376848147,0.2465983160667523
best_comparison,deepsense-beam,0.1,0.3,dino_detector,5,0.1679389312977099,0.06082968492560774,0.05331956973307283,0.006060606060606061,0.013551927136362362,0.011878787878787878,0.1694656488549618,0.0632713459087087,0.05545977994807213,0.9939393939393939,0.01355192713636235,0.011878787878787867,22.2,8.28854631404084,7.265231173197448,0.25251908396946565,0.05694421131783783,0.04991380195326491,0.6481991555381398,0.09566800079152359,0.08385669999220935,0.0,0.0,0.0,0.8305343511450382,0.06327134590870868,0.055459779948072115,0.9099236641221374,0.01975905206953402,0.017319572770586898,0.8336700076738875,0.059049480138345566,0.05175915143714283,0.5721988609844303,0.21556477762525683,0.18895085855928237
ablation,deepsense-beam,0.1,0.3,opensemcom_no_channel,5,0.00916030534351145,0.008362176450460551,0.007329770833366457,0.0,0.0,0.0,0.00916030534351145,0.008362176450460551,0.007329770833366457,0.8,0.4472135954999579,0.39199999999999996,1.2,1.0954451150103321,0.9601999791710057,0.11007633587786261,0.009198394095506598,0.008062747916703094,0.0788388869804191,0.06569317841553508,0.05758260973730208,0.0,0.0,0.0,0.9908396946564885,0.008362176450460565,0.007329770833366469,0.9083969465648855,0.02019657489362282,0.01770307843492403,0.8305125589765948,0.11414759912015905,0.10005478211161976,0.5202652105456024,0.26796718773613554,0.23488359622683924
ablation,deepsense-beam,0.1,0.3,opensemcom_receiver_only,5,0.0015267175572519084,0.003413844240457694,0.0029923664122137403,0.0,0.0,0.0,0.0015267175572519084,0.003413844240457694,0.0029923664122137403,0.2,0.4472135954999579,0.39199999999999996,0.2,0.4472135954999579,0.39199999999999996,0.10167938931297708,0.00375522866450346,0.003291603053435111,0.014084507042253521,0.03149391517605338,0.0276056338028169,0.0,0.0,0.0,0.9984732824427482,0.0034138442404577,0.002992366412213745,0.9099236641221374,0.013655376961830765,0.011969465648854951,0.8454591399919054,0.07841531008837035,0.06873404982305388,0.4164303676222465,0.131755262150174,0.11548857924394891
OpenSemCom,deepsense-beam,0.01,0.45,opensemcom_progressive,5,0.004580152671755725,0.010241532721373082,0.008977099236641221,0.0,0.0,0.0,0.004580152671755725,0.010241532721373082,0.008977099236641221,0.2,0.4472135954999579,0.39199999999999996,0.6,1.3416407864998738,1.176,0.10412213740458016,0.009217379449235777,0.0080793893129771,0.03797468354430379,0.08491397382910593,0.07443037974683543,0.0,0.0,0.0,0.9954198473282443,0.0102415327213731,0.008977099236641237,0.9099236641221374,0.01975905206953402,0.017319572770586898,0.8336700076738875,0.059049480138345566,0.05175915143714283,0.5721988609844303,0.21556477762525683,0.18895085855928237
best_comparison,deepsense-beam,0.01,0.45,dino_detector,5,0.0061068702290076335,0.009952980771301754,0.008724172300684572,0.0,0.0,0.0,0.0061068702290076335,0.009952980771301754,0.008724172300684572,0.4,0.5477225575051661,0.4800999895855029,0.8,1.3038404810405297,1.1428665713896788,0.10549618320610687,0.00895768269417158,0.007851755070616116,0.05226039783001808,0.08291292068613036,0.0726763793319565,0.0,0.0,0.0,0.9938931297709924,0.009952980771301771,0.008724172300684585,0.9099236641221374,0.01975905206953402,0.017319572770586898,0.8336700076738875,0.059049480138345566,0.05175915143714283,0.5721988609844303,0.21556477762525683,0.18895085855928237
ablation,deepsense-beam,0.01,0.45,opensemcom_no_channel,5,0.00916030534351145,0.008362176450460551,0.007329770833366457,0.0,0.0,0.0,0.00916030534351145,0.008362176450460551,0.007329770833366457,0.8,0.4472135954999579,0.39199999999999996,1.2,1.0954451150103321,0.9601999791710057,0.11007633587786261,0.009198394095506598,0.008062747916703094,0.0788388869804191,0.06569317841553508,0.05758260973730208,0.0,0.0,0.0,0.9908396946564885,0.008362176450460565,0.007329770833366469,0.9083969465648855,0.02019657489362282,0.01770307843492403,0.8305125589765948,0.11414759912015905,0.10005478211161976,0.5202652105456024,0.26796718773613554,0.23488359622683924
ablation,deepsense-beam,0.01,0.45,opensemcom_receiver_only,5,0.0015267175572519084,0.003413844240457694,0.0029923664122137403,0.0,0.0,0.0,0.0015267175572519084,0.003413844240457694,0.0029923664122137403,0.2,0.4472135954999579,0.39199999999999996,0.2,0.4472135954999579,0.39199999999999996,0.10167938931297708,0.00375522866450346,0.003291603053435111,0.014084507042253521,0.03149391517605338,0.0276056338028169,0.0,0.0,0.0,0.9984732824427482,0.0034138442404577,0.002992366412213745,0.9099236641221374,0.013655376961830765,0.011969465648854951,0.8454591399919054,0.07841531008837035,0.06873404982305388,0.4164303676222465,0.131755262150174,0.11548857924394891
OpenSemCom,deepsense-beam,0.02,0.45,opensemcom_progressive,5,0.004580152671755725,0.010241532721373082,0.008977099236641221,0.0,0.0,0.0,0.004580152671755725,0.010241532721373082,0.008977099236641221,0.2,0.4472135954999579,0.39199999999999996,0.6,1.3416407864998738,1.176,0.10412213740458016,0.009217379449235777,0.0080793893129771,0.03797468354430379,0.08491397382910593,0.07443037974683543,0.0,0.0,0.0,0.9954198473282443,0.0102415327213731,0.008977099236641237,0.9099236641221374,0.01975905206953402,0.017319572770586898,0.8336700076738875,0.059049480138345566,0.05175915143714283,0.5721988609844303,0.21556477762525683,0.18895085855928237
best_comparison,deepsense-beam,0.02,0.45,dino_detector,5,0.0061068702290076335,0.009952980771301754,0.008724172300684572,0.0,0.0,0.0,0.0061068702290076335,0.009952980771301754,0.008724172300684572,0.4,0.5477225575051661,0.4800999895855029,0.8,1.3038404810405297,1.1428665713896788,0.10549618320610687,0.00895768269417158,0.007851755070616116,0.05226039783001808,0.08291292068613036,0.0726763793319565,0.0,0.0,0.0,0.9938931297709924,0.009952980771301771,0.008724172300684585,0.9099236641221374,0.01975905206953402,0.017319572770586898,0.8336700076738875,0.059049480138345566,0.05175915143714283,0.5721988609844303,0.21556477762525683,0.18895085855928237
ablation,deepsense-beam,0.02,0.45,opensemcom_no_channel,5,0.00916030534351145,0.008362176450460551,0.007329770833366457,0.0,0.0,0.0,0.00916030534351145,0.008362176450460551,0.007329770833366457,0.8,0.4472135954999579,0.39199999999999996,1.2,1.0954451150103321,0.9601999791710057,0.11007633587786261,0.009198394095506598,0.008062747916703094,0.0788388869804191,0.06569317841553508,0.05758260973730208,0.0,0.0,0.0,0.9908396946564885,0.008362176450460565,0.007329770833366469,0.9083969465648855,0.02019657489362282,0.01770307843492403,0.8305125589765948,0.11414759912015905,0.10005478211161976,0.5202652105456024,0.26796718773613554,0.23488359622683924
ablation,deepsense-beam,0.02,0.45,opensemcom_receiver_only,5,0.0015267175572519084,0.003413844240457694,0.0029923664122137403,0.0,0.0,0.0,0.0015267175572519084,0.003413844240457694,0.0029923664122137403,0.2,0.4472135954999579,0.39199999999999996,0.2,0.4472135954999579,0.39199999999999996,0.10167938931297708,0.00375522866450346,0.003291603053435111,0.014084507042253521,0.03149391517605338,0.0276056338028169,0.0,0.0,0.0,0.9984732824427482,0.0034138442404577,0.002992366412213745,0.9099236641221374,0.013655376961830765,0.011969465648854951,0.8454591399919054,0.07841531008837035,0.06873404982305388,0.4164303676222465,0.131755262150174,0.11548857924394891
OpenSemCom,deepsense-beam,0.05,0.45,opensemcom_progressive,5,0.004580152671755725,0.010241532721373082,0.008977099236641221,0.0,0.0,0.0,0.004580152671755725,0.010241532721373082,0.008977099236641221,0.2,0.4472135954999579,0.39199999999999996,0.6,1.3416407864998738,1.176,0.10412213740458016,0.009217379449235777,0.0080793893129771,0.03797468354430379,0.08491397382910593,0.07443037974683543,0.0,0.0,0.0,0.9954198473282443,0.0102415327213731,0.008977099236641237,0.9099236641221374,0.01975905206953402,0.017319572770586898,0.8336700076738875,0.059049480138345566,0.05175915143714283,0.5721988609844303,0.21556477762525683,0.18895085855928237
best_comparison,deepsense-beam,0.05,0.45,dino_detector,5,0.0061068702290076335,0.009952980771301754,0.008724172300684572,0.0,0.0,0.0,0.0061068702290076335,0.009952980771301754,0.008724172300684572,0.4,0.5477225575051661,0.4800999895855029,0.8,1.3038404810405297,1.1428665713896788,0.10549618320610687,0.00895768269417158,0.007851755070616116,0.05226039783001808,0.08291292068613036,0.0726763793319565,0.0,0.0,0.0,0.9938931297709924,0.009952980771301771,0.008724172300684585,0.9099236641221374,0.01975905206953402,0.017319572770586898,0.8336700076738875,0.059049480138345566,0.05175915143714283,0.5721988609844303,0.21556477762525683,0.18895085855928237
ablation,deepsense-beam,0.05,0.45,opensemcom_no_channel,5,0.00916030534351145,0.008362176450460551,0.007329770833366457,0.0,0.0,0.0,0.00916030534351145,0.008362176450460551,0.007329770833366457,0.8,0.4472135954999579,0.39199999999999996,1.2,1.0954451150103321,0.9601999791710057,0.11007633587786261,0.009198394095506598,0.008062747916703094,0.0788388869804191,0.06569317841553508,0.05758260973730208,0.0,0.0,0.0,0.9908396946564885,0.008362176450460565,0.007329770833366469,0.9083969465648855,0.02019657489362282,0.01770307843492403,0.8305125589765948,0.11414759912015905,0.10005478211161976,0.5202652105456024,0.26796718773613554,0.23488359622683924
ablation,deepsense-beam,0.05,0.45,opensemcom_receiver_only,5,0.0015267175572519084,0.003413844240457694,0.0029923664122137403,0.0,0.0,0.0,0.0015267175572519084,0.003413844240457694,0.0029923664122137403,0.2,0.4472135954999579,0.39199999999999996,0.2,0.4472135954999579,0.39199999999999996,0.10167938931297708,0.00375522866450346,0.003291603053435111,0.014084507042253521,0.03149391517605338,0.0276056338028169,0.0,0.0,0.0,0.9984732824427482,0.0034138442404577,0.002992366412213745,0.9099236641221374,0.013655376961830765,0.011969465648854951,0.8454591399919054,0.07841531008837035,0.06873404982305388,0.4164303676222465,0.131755262150174,0.11548857924394891
OpenSemCom,deepsense-beam,0.1,0.45,opensemcom_progressive,5,0.3297709923664122,0.06441228430451598,0.056459856546048674,0.016012778276929217,0.016215562859867805,0.014213567532449439,0.3358778625954198,0.0697544537499888,0.06114247452478931,0.9839872217230707,0.016215562859867805,0.014213567532449439,44.0,9.137833441248533,8.0096641627474,0.4022900763358779,0.06277900837498991,0.05502822707231037,0.8157515478544095,0.03265760317703245,0.028625651308934602,0.0,0.0,0.0,0.6641221374045801,0.0697544537499888,0.06114247452478931,0.9038167938931299,0.01582934454452495,0.013875032252802708,0.8412288075584394,0.08626811574577357,0.0756173374705609,0.5564988586910908,0.3021348219375668,0.26483284808710006
best_comparison,deepsense-beam,0.1,0.45,dino_detector,5,0.3282442748091603,0.09223699216484407,0.08084928833211708,0.011659225222882078,0.010777794445883426,0.009447153363177887,0.332824427480916,0.09604376175604032,0.08418606899970987,0.988340774777118,0.010777794445883424,0.009447153363177885,43.6,12.581732790041283,11.028375038961995,0.39954198473282443,0.0864393855804363,0.0757674620997389,0.8116762327447116,0.057577170964337364,0.0504686155455271,0.0,0.0,0.0,0.667175572519084,0.0960437617560403,0.08418606899970986,0.9099236641221374,0.01975905206953402,0.017319572770586898,0.8336700076738875,0.059049480138345566,0.05175915143714283,0.5721988609844303,0.21556477762525683,0.18895085855928237
ablation,deepsense-beam,0.1,0.45,opensemcom_no_channel,5,0.22595419847328246,0.11622121736285958,0.10187238864084408,0.013953488372093023,0.031200948523252878,0.02734883720930232,0.23053435114503812,0.12050434968348772,0.10562671965086004,0.9860465116279069,0.031200948523252885,0.027348837209302326,30.2,15.786069808536892,13.837100274262665,0.353587786259542,0.13255478465183654,0.11618939161594609,0.5755278889979941,0.21987596052028047,0.19272977698183158,0.0,0.0,0.0,0.7694656488549618,0.12050434968348772,0.10562671965086004,0.9083969465648855,0.02019657489362282,0.01770307843492403,0.8305125589765948,0.11414759912015905,0.10005478211161976,0.5202652105456024,0.26796718773613554,0.23488359622683924
ablation,deepsense-beam,0.1,0.45,opensemcom_receiver_only,5,0.20916030534351143,0.11432556099414544,0.10021077257189338,0.0,0.0,0.0,0.20916030534351143,0.11432556099414544,0.10021077257189338,1.0,0.0,0.0,27.4,14.976648490233053,13.127611206918035,0.33007633587786256,0.12575811709356,0.11023184982908274,0.5521306589412706,0.26958672919605303,0.2363031869071671,0.0,0.0,0.0,0.7908396946564885,0.11432556099414544,0.10021077257189338,0.9099236641221374,0.013655376961830765,0.011969465648854951,0.8454591399919054,0.07841531008837035,0.06873404982305388,0.4164303676222465,0.131755262150174,0.11548857924394891
OpenSemCom,deepsense-beam,0.01,0.6,opensemcom_progressive,5,0.004580152671755725,0.010241532721373082,0.008977099236641221,0.0,0.0,0.0,0.004580152671755725,0.010241532721373082,0.008977099236641221,0.2,0.4472135954999579,0.39199999999999996,0.6,1.3416407864998738,1.176,0.10412213740458016,0.009217379449235777,0.0080793893129771,0.03797468354430379,0.08491397382910593,0.07443037974683543,0.0,0.0,0.0,0.9954198473282443,0.0102415327213731,0.008977099236641237,0.9099236641221374,0.01975905206953402,0.017319572770586898,0.8336700076738875,0.059049480138345566,0.05175915143714283,0.5721988609844303,0.21556477762525683,0.18895085855928237
best_comparison,deepsense-beam,0.01,0.6,dino_detector,5,0.0061068702290076335,0.009952980771301754,0.008724172300684572,0.0,0.0,0.0,0.0061068702290076335,0.009952980771301754,0.008724172300684572,0.4,0.5477225575051661,0.4800999895855029,0.8,1.3038404810405297,1.1428665713896788,0.10549618320610687,0.00895768269417158,0.007851755070616116,0.05226039783001808,0.08291292068613036,0.0726763793319565,0.0,0.0,0.0,0.9938931297709924,0.009952980771301771,0.008724172300684585,0.9099236641221374,0.01975905206953402,0.017319572770586898,0.8336700076738875,0.059049480138345566,0.05175915143714283,0.5721988609844303,0.21556477762525683,0.18895085855928237
ablation,deepsense-beam,0.01,0.6,opensemcom_no_channel,5,0.00916030534351145,0.008362176450460551,0.007329770833366457,0.0,0.0,0.0,0.00916030534351145,0.008362176450460551,0.007329770833366457,0.8,0.4472135954999579,0.39199999999999996,1.2,1.0954451150103321,0.9601999791710057,0.11007633587786261,0.009198394095506598,0.008062747916703094,0.0788388869804191,0.06569317841553508,0.05758260973730208,0.0,0.0,0.0,0.9908396946564885,0.008362176450460565,0.007329770833366469,0.9083969465648855,0.02019657489362282,0.01770307843492403,0.8305125589765948,0.11414759912015905,0.10005478211161976,0.5202652105456024,0.26796718773613554,0.23488359622683924
ablation,deepsense-beam,0.01,0.6,opensemcom_receiver_only,5,0.0015267175572519084,0.003413844240457694,0.0029923664122137403,0.0,0.0,0.0,0.0015267175572519084,0.003413844240457694,0.0029923664122137403,0.2,0.4472135954999579,0.39199999999999996,0.2,0.4472135954999579,0.39199999999999996,0.10167938931297708,0.00375522866450346,0.003291603053435111,0.014084507042253521,0.03149391517605338,0.0276056338028169,0.0,0.0,0.0,0.9984732824427482,0.0034138442404577,0.002992366412213745,0.9099236641221374,0.013655376961830765,0.011969465648854951,0.8454591399919054,0.07841531008837035,0.06873404982305388,0.4164303676222465,0.131755262150174,0.11548857924394891
OpenSemCom,deepsense-beam,0.02,0.6,opensemcom_progressive,5,0.004580152671755725,0.010241532721373082,0.008977099236641221,0.0,0.0,0.0,0.004580152671755725,0.010241532721373082,0.008977099236641221,0.2,0.4472135954999579,0.39199999999999996,0.6,1.3416407864998738,1.176,0.10412213740458016,0.009217379449235777,0.0080793893129771,0.03797468354430379,0.08491397382910593,0.07443037974683543,0.0,0.0,0.0,0.9954198473282443,0.0102415327213731,0.008977099236641237,0.9099236641221374,0.01975905206953402,0.017319572770586898,0.8336700076738875,0.059049480138345566,0.05175915143714283,0.5721988609844303,0.21556477762525683,0.18895085855928237
best_comparison,deepsense-beam,0.02,0.6,dino_detector,5,0.0061068702290076335,0.009952980771301754,0.008724172300684572,0.0,0.0,0.0,0.0061068702290076335,0.009952980771301754,0.008724172300684572,0.4,0.5477225575051661,0.4800999895855029,0.8,1.3038404810405297,1.1428665713896788,0.10549618320610687,0.00895768269417158,0.007851755070616116,0.05226039783001808,0.08291292068613036,0.0726763793319565,0.0,0.0,0.0,0.9938931297709924,0.009952980771301771,0.008724172300684585,0.9099236641221374,0.01975905206953402,0.017319572770586898,0.8336700076738875,0.059049480138345566,0.05175915143714283,0.5721988609844303,0.21556477762525683,0.18895085855928237
ablation,deepsense-beam,0.02,0.6,opensemcom_no_channel,5,0.00916030534351145,0.008362176450460551,0.007329770833366457,0.0,0.0,0.0,0.00916030534351145,0.008362176450460551,0.007329770833366457,0.8,0.4472135954999579,0.39199999999999996,1.2,1.0954451150103321,0.9601999791710057,0.11007633587786261,0.009198394095506598,0.008062747916703094,0.0788388869804191,0.06569317841553508,0.05758260973730208,0.0,0.0,0.0,0.9908396946564885,0.008362176450460565,0.007329770833366469,0.9083969465648855,0.02019657489362282,0.01770307843492403,0.8305125589765948,0.11414759912015905,0.10005478211161976,0.5202652105456024,0.26796718773613554,0.23488359622683924
ablation,deepsense-beam,0.02,0.6,opensemcom_receiver_only,5,0.0015267175572519084,0.003413844240457694,0.0029923664122137403,0.0,0.0,0.0,0.0015267175572519084,0.003413844240457694,0.0029923664122137403,0.2,0.4472135954999579,0.39199999999999996,0.2,0.4472135954999579,0.39199999999999996,0.10167938931297708,0.00375522866450346,0.003291603053435111,0.014084507042253521,0.03149391517605338,0.0276056338028169,0.0,0.0,0.0,0.9984732824427482,0.0034138442404577,0.002992366412213745,0.9099236641221374,0.013655376961830765,0.011969465648854951,0.8454591399919054,0.07841531008837035,0.06873404982305388,0.4164303676222465,0.131755262150174,0.11548857924394891
OpenSemCom,deepsense-beam,0.05,0.6,opensemcom_progressive,5,0.40305343511450376,0.23011184173167923,0.2017019224515654,0.010822510822510822,0.01704330708660565,0.014939117337165218,0.40916030534351144,0.23507236660179862,0.2060500142105222,0.7891774891774892,0.441451264473433,0.38694909415740697,53.6,30.79448002483562,26.992551861578406,0.4682442748091603,0.21156512994161877,0.18544501278946995,0.7189823515990216,0.4020672305124021,0.352427466308717,0.0,0.0,0.0,0.5908396946564886,0.23507236660179862,0.2060500142105222,0.9145038167938931,0.009952980771301771,0.008724172300684585,0.8101634108663023,0.09458076903977845,0.08290369934336363,0.5487166952507295,0.321398563066993,0.2817182616763114
