name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_fallback,decision_refine
task-open_clip_full_604990,task-open,0,20000,1300,640,4,0.9880788816251925,0.6884615384615385,0.0,0.31153846153846154,0.23846153846153847,0.84,0.0,0.00037377676626639027,2.821345237379073,0.14814814814814814,0.0,0.5,1.0,0.0,795,208,297
