name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,accepted_samples,correct_accepted_samples,total_bandwidth,avg_bandwidth,bandwidth_per_accepted,bandwidth_per_correct_accepted,goodput_per_bandwidth,total_resource_cost,avg_resource_cost,resource_cost_per_correct_accepted,goodput_per_resource_cost,total_power,avg_power,risk_per_joule,total_energy,avg_energy,risk_latency_product,total_latency,avg_latency,total_compute,avg_compute,total_repetitions,avg_repetitions,total_harq_refinement_rounds,avg_harq_refinement_rounds,harq_refined_sample_rate,total_harq_transmissions,avg_harq_transmissions,total_harq_full_payload_rounds,avg_harq_full_payload_rounds,harq_full_payload_sample_rate,harq_hit_max_refinements_rate,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_reject/open,decision_accept
closed_id_clip_debug_16833786,closed-id,0,384,384,256,4,0.36619083331383795,0.1171875,0.011363636363636364,0.8828125,0.78125,0.8229166666666666,0.08169014084507042,176.0,174.0,537.5999999999962,1.39999999999999,3.054545454545433,3.089655172413771,0.3236607142857166,865.9449999999999,2.2550651041666665,4.9766954022988505,0.20093654908799058,657.5,1.7122395833333333,0.0003033892570951422,1207.0000000000043,3.143229166666678,1.2187288671226124,1277.9999999999952,3.3281249999999876,647.0000000000024,1.6848958333333395,710.0,1.8489583333333333,326.0,0.8489583333333334,0.34375,710.0,1.8489583333333333,710.0,1.8489583333333333,1.0,0.22135416666666666,0.08695652173913043,0.0,0.5,1.0,0.0,208,176
