name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_refine,decision_semantic-HARQ,decision_accept,decision_fallback
channel-open_dinov3_vitb16_ablate_no_adaptation_seed0_605215,channel-open,0,20000,384,384,4,0.27302035582638506,0.08333333333333333,0.0,0.9166666666666666,0.8723958333333334,0.8932291666666666,0.07846952010376135,0.00021009646466055027,1.079994584636143,0.0,0.0,0.5,1.0,0.0,31,70,242,41
