name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept
channel-open_full_604559,channel-open,0,20000,384,640,4,1.0718350969092187,0.8385416666666666,0.8385416666666666,0.16145833333333337,0.8567708333333334,5.09375,0.05381944444444445,0.0016419042538437754,1.9293031744365876,0.0,0.0,0.5,1.0,0.0,384
