name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_refine
task-open_dinov3_vitb16_seed1_605094,task-open,1,20000,1428,384,4,0.682263089286138,0.6974789915966386,0.0,0.3025210084033614,0.18137254901960784,0.18347338935574228,0.0,0.00026738638081444675,1.9122477510916729,0.15730337078651685,0.0,0.9982439335887612,0.015625,0.8122866894197952,1166,244,18
