name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_refine,decision_semantic-HARQ
class-open_dinov3_vitb16_ablate_fixed_scheduler_seed0_605215,class-open,0,20000,3648,384,4,0.9669617283640982,0.9043311403508771,0.0,0.09566885964912286,0.01781798245614035,0.019462719298245616,0.004761256971840566,0.00026301148602314654,1.934453589254712,0.013215859030837005,0.0,0.9898282718035131,0.036458333333333336,0.7169811320754718,3583,35,10,20
