name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_refine,decision_accept
full-open_dinov3_torch_power_strict_login_seed0_login_20260617205224,full-open,0,20000,3320,1280,4,0.8586699531994086,0.9569277108433735,0.5,0.04307228915662653,0.12620481927710844,4.240361445783132,5.0110242533573865e-05,7.465721455457189e-05,4.227914977394799,0.13043478260869565,0.0,0.9122370997956403,0.4322916666666667,0.7184508268059182,3286,14,18,2
