name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_refine,decision_fallback
full-open_dinov3_torch_selective_confirm_login_seed2_login_20260617222340,full-open,2,20000,3320,1280,4,0.8273370147707397,0.9587349397590361,0.0,0.04126506024096388,0.12740963855421686,3.959036144578313,0.0,7.954398757530427e-05,3.3591876382860155,0.10144927536231885,0.0,0.9714579430631244,0.1484375,0.7237557052814606,682,973,1665
