name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_fallback,decision_refine
full-open_dinov3_torch_selective_login_seed2_login_20260617221622,full-open,2,20000,3320,1280,4,0.81999342743415,0.9551204819277108,0.0,0.04487951807228918,0.13012048192771083,4.3512048192771084,0.0,7.910031615628709e-05,3.326160086522801,0.03864734299516908,0.0,0.9724979244720708,0.15364583333333334,0.7862753203803224,626,2081,613
