name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_refine,decision_accept,decision_fallback,decision_semantic-HARQ
channel-open_dinov3_vitb16_ablate_fixed_scheduler_seed0_605215,channel-open,0,20000,384,384,4,0.24271701331352288,0.09895833333333333,0.0,0.9010416666666666,0.8307291666666666,0.8515625,0.1502016129032258,0.00046766283875437936,0.4879623288490616,0.13043478260869565,0.0,0.5,1.0,0.0,59,149,58,118
