name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_semantic-HARQ,decision_fallback,decision_refine
channel-open_dinov3_vitb16_domain_seed0_605099,channel-open,0,20000,384,384,4,0.1949819570967127,0.06770833333333333,0.012698412698412698,0.9322916666666666,0.8958333333333334,0.9140625,0.2858455882352941,0.00028959150021790015,0.404282901667713,0.13043478260869565,0.0,0.5,1.0,0.0,315,12,33,24
