name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,accepted_samples,correct_accepted_samples,total_bandwidth,avg_bandwidth,bandwidth_per_accepted,bandwidth_per_correct_accepted,goodput_per_bandwidth,total_resource_cost,avg_resource_cost,resource_cost_per_correct_accepted,goodput_per_resource_cost,total_power,avg_power,risk_per_joule,total_energy,avg_energy,risk_latency_product,total_latency,avg_latency,total_compute,avg_compute,total_repetitions,avg_repetitions,total_harq_refinement_rounds,avg_harq_refinement_rounds,harq_refined_sample_rate,total_harq_transmissions,avg_harq_transmissions,total_harq_full_payload_rounds,avg_harq_full_payload_rounds,harq_full_payload_sample_rate,harq_hit_max_refinements_rate,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_reject/open,decision_accept
closed-id_rorqual_clip_full_sionna_16944284,closed-id,0,20000,384,640,4,0.4493851217949212,0.11197916666666667,0.0,0.8880208333333334,0.7473958333333334,0.7786458333333334,0.06594290309609972,164.0,164.0,537.5999999999962,1.39999999999999,3.2780487804877816,3.2780487804877816,0.305059523809526,958.4675,2.4960091145833334,5.844314024390243,0.17110647987542615,687.25,1.7897135416666667,0.000318871157166622,1409.3000000000027,3.6700520833333403,1.746282496724948,1492.199999999997,3.8859374999999923,658.9000000000011,1.7158854166666695,829.0,2.1588541666666665,445.0,1.1588541666666667,0.4140625,829.0,2.1588541666666665,829.0,2.1588541666666665,1.0,0.3515625,0.43478260869565216,0.0,0.5,1.0,0.0,220,164
