name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_semantic-HARQ,decision_fallback,decision_refine
channel-open_dinov3_vitb16_calrisk_seed0_605097,channel-open,0,20000,384,384,4,0.20192792638045787,0.08333333333333333,0.006349206349206349,0.9166666666666666,0.8880208333333334,0.9036458333333334,0.2882136279926335,0.0003003538991230958,0.41868493485447833,0.13043478260869565,0.0,0.5,1.0,0.0,315,10,37,22
