name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_accept,decision_refine,decision_fallback
channel-open_clip_vitb32_3seed_seed1_605175,channel-open,1,20000,384,640,4,0.3142381684417036,0.15364583333333334,0.042483660130718956,0.8463541666666666,0.8411458333333334,0.9713541666666666,0.1347126436781609,0.00025527064861226935,1.103925232364214,0.43478260869565216,0.0,0.5,1.0,0.0,43,306,24,11
