name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_refine
closed-id_dinov3_vitb16_seed2_605094,closed-id,2,20000,384,384,4,0.49740254275876933,0.109375,0.0,0.890625,0.6640625,0.6640625,0.0,0.0006374503944108252,1.4043849918204527,0.21739130434782608,0.0,0.5,1.0,0.0,129,246,9
