name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_accept,decision_refine,decision_fallback
full-open_clip_vitb32_3seed_seed1_605175,full-open,1,20000,4344,640,4,0.8780833054000925,0.9772099447513812,1.0,0.022790055248618768,0.11579189686924493,4.976519337016574,0.0,5.8770049220272573e-05,3.5582183298705865,0.0,0.0,0.967471590909091,0.2265625,0.7084148727984345,3580,11,570,183
