name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_refine
task-open_dinov3_vitb16_ablate_no_harq_seed0_605215,task-open,0,20000,1428,384,4,0.6890548562519359,0.6932773109243697,0.0,0.3067226890756303,0.17787114845938376,0.17857142857142858,0.0463768115942029,0.00028384200702419527,1.80920327593212,0.1348314606741573,0.0,1.0,0.0,0.8122866894197952,1174,144,110
