name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_semantic-HARQ,decision_refine,decision_fallback
full-open_dinov3_vitb16_domain_seed1_605099,full-open,1,20000,4344,384,4,1.122430138478608,0.9767495395948435,0.898360655737705,0.023250460405156548,0.11947513812154696,5.373618784530387,0.006649506649506649,0.0001507366260396021,3.010252209784274,0.0,0.0,0.9693010837542088,0.20572916666666666,0.7084148727984345,610,29,1,3704
