name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_accept,decision_refine
source-open_dinov3_vitb16_ablate_no_conformal_seed0_605215,source-open,0,20000,1588,384,4,0.4900197569075594,0.6146095717884131,0.0,0.38539042821158687,0.3853904282115869,1.0,0.04357668364459536,0.00017453332273385344,1.3282374317587902,0.1111111111111111,0.0,1.0,0.0,0.7947947947947948,1225,204,154,5
